distance to center [km], normalized intensity
2.486037090478247933e+02,7.141937040957723193e-01
2.495347217633445780e+02,7.199849469759005416e-01
2.504664587542465597e+02,7.196565218098397443e-01
2.513988975134720931e+02,7.264689823817226388e-01
2.523320156006024888e+02,7.363633668370169749e-01
2.532658346555571143e+02,7.462356138062085087e-01
2.542003177827391482e+02,7.562399713988214867e-01
2.551354868774149622e+02,7.664467153052051396e-01
2.560713199134555111e+02,7.768424486042330157e-01
2.570077949249555900e+02,7.874909286416384990e-01
2.579449341755880596e+02,7.984657673540582756e-01
2.588827011752877070e+02,8.099312906217926988e-01
2.598211184239850695e+02,8.221270931924570258e-01
2.607601643370422266e+02,8.353993555619054767e-01
2.616998173842414985e+02,8.503412739030931089e-01
2.626401004065314169e+02,8.682181830709420067e-01
2.635809772848053854e+02,8.920319324824385054e-01
2.645224710788052107e+02,9.327612014599417911e-01
2.654645606094630921e+02,9.956332718014934136e-01
2.664072247468800470e+02,9.922472699040375543e-01
2.673504868667519645e+02,9.921685934924713290e-01
2.682943111894935555e+02,9.922419272042347638e-01
2.692387212936063179e+02,9.923175753336648253e-01
2.701836963728590035e+02,9.924003613783161093e-01
2.711292156654386645e+02,9.924767256301241236e-01
2.720753030428483612e+02,9.925522521684452260e-01
2.730219230364266991e+02,9.926130722900172731e-01
2.739690997058373796e+02,9.926957725428845469e-01
2.749167976993657021e+02,9.927667495674067366e-01
2.758650412593252099e+02,9.928317200011068655e-01
2.768138100519158797e+02,9.929109009941861075e-01
2.777630837818522309e+02,9.929777194748464764e-01
2.787128869555010056e+02,9.930493925709509284e-01
2.796631844963009712e+02,9.931194554154469945e-01
2.806140010802997722e+02,9.931777762831809353e-01
2.815653166792574211e+02,9.932448670070385122e-01
2.825171112997085743e+02,9.933063846213717740e-01
2.834694098631185852e+02,9.933782600160340204e-01
2.844221775452509178e+02,9.934396513292444997e-01
2.853754394253502369e+02,9.934952772487751771e-01
2.863291757567763511e+02,9.935593474530456382e-01
2.872833668242761860e+02,9.936275716727126506e-01
2.882380379354042361e+02,9.936830037908430668e-01
2.891931544974471535e+02,9.937479769113978234e-01
2.901487419648084938e+02,9.938012722737037397e-01
2.911047808505578587e+02,9.938625810846013486e-01
2.920612516960839002e+02,9.939212145932404541e-01
2.930181801683819458e+02,9.939735845316839402e-01
2.939755318872956877e+02,9.940360408485309218e-01
2.949333326566228948e+02,9.940909854152564229e-01
2.958915632291324300e+02,9.941427475335495867e-01
2.968502043831314836e+02,9.941975489693558599e-01
2.978092821205563610e+02,9.942586195697393769e-01
2.987687622565059087e+02,9.943013972826223457e-01
2.997286709204767021e+02,9.943558196103438052e-01
3.006889740011677645e+02,9.944109834221775968e-01
3.016496977521485974e+02,9.944594916168514320e-01
3.026108232313640656e+02,9.945118403207656721e-01
3.035723315188368474e+02,9.945631477274631260e-01
3.045342490479529829e+02,9.946104906259265466e-01
3.054965418809441644e+02,9.946553376444885464e-01
3.064592365670354752e+02,9.947095671803440897e-01
3.074223143625047214e+02,9.947613882801767948e-01
3.083857565435094443e+02,9.948004882827774509e-01
3.093495898272337854e+02,9.948444925359656299e-01
3.103137804355260982e+02,9.948943236423873904e-01
3.112783551938198343e+02,9.949426432452340707e-01
3.122432955418985330e+02,9.949909230985598541e-01
3.132085829374327659e+02,9.950385866006963287e-01
3.141742443628806427e+02,9.950759922796856838e-01
3.151402461869831768e+02,9.951221681461498436e-01
3.161066154934461565e+02,9.951640065247426836e-01
3.170733338919628750e+02,9.952052464444363089e-01
3.180403830083040475e+02,9.952485191341852167e-01
3.190077900731080263e+02,9.952881308042395014e-01
3.199755215903692829e+02,9.953323405743059737e-01
3.209436048855079662e+02,9.953700225297518189e-01
3.219120217256491969e+02,9.954065994542037332e-01
3.228807538923538800e+02,9.954529535335689960e-01
3.238498288486521801e+02,9.954970506141198605e-01
3.248192132231363303e+02,9.955310591975142787e-01
3.257889345676440485e+02,9.955698000572744677e-01
3.267589595578256763e+02,9.956063616920770576e-01
3.277293158320640032e+02,9.956448711204004542e-01
3.286999853588473570e+02,9.956830824813316383e-01
3.296709501190509854e+02,9.957215735712476867e-01
3.306422378767845771e+02,9.957562955460259602e-01
3.316138154188627709e+02,9.957915468920972568e-01
3.325857105905826074e+02,9.958256312618927186e-01
3.335579054919003852e+02,9.958601086114133860e-01
3.345303822338565851e+02,9.958962680964905667e-01
3.355031687797415429e+02,9.959366242822279558e-01
3.364762320188908120e+02,9.959693185043728691e-01
3.374495999908204453e+02,9.960014533233159106e-01
3.384232549175849840e+02,9.960337635213957208e-01
3.393971790311383643e+02,9.960655874225560202e-01
3.403714004818255603e+02,9.960961154468519485e-01
3.413458862535731555e+02,9.961367743437178346e-01
3.423206645683528109e+02,9.961630859567783824e-01
