distance to center [km], normalized intensity
2.486037090478247933e+02,7.159350161256584633e-01
2.495347217633445780e+02,7.202134163644967613e-01
2.504664587542465597e+02,7.191357715764790104e-01
2.513988975134720931e+02,7.268389487311404107e-01
2.523320156006024888e+02,7.362226012408717990e-01
2.532658346555571143e+02,7.459370022097951969e-01
2.542003177827391482e+02,7.558165099784392993e-01
2.551354868774149622e+02,7.659607684934062188e-01
2.560713199134555111e+02,7.763975505484611572e-01
2.570077949249555900e+02,7.871770373830988543e-01
2.579449341755880596e+02,7.984714250863854668e-01
2.588827011752877070e+02,8.104190689973442829e-01
2.598211184239850695e+02,8.233029574361921954e-01
2.607601643370422266e+02,8.377744860886897627e-01
2.616998173842414985e+02,8.546340978830668789e-01
2.626401004065314169e+02,8.757863822731736247e-01
2.635809772848053854e+02,9.062245724904610666e-01
2.645224710788052107e+02,9.805767762642926266e-01
2.654645606094630921e+02,9.899532406653447358e-01
2.664072247468800470e+02,9.914154384031420575e-01
2.673504868667519645e+02,9.916318772078754895e-01
2.682943111894935555e+02,9.917181306615234782e-01
2.692387212936063179e+02,9.918003390672119890e-01
2.701836963728590035e+02,9.918892895683378841e-01
2.711292156654386645e+02,9.919611738273698132e-01
2.720753030428483612e+02,9.920408113217087376e-01
2.730219230364266991e+02,9.921250767393279268e-01
2.739690997058373796e+02,9.922004418827434780e-01
2.749167976993657021e+02,9.922778118213524401e-01
2.758650412593252099e+02,9.923507940300939634e-01
2.768138100519158797e+02,9.924296721712559943e-01
2.777630837818522309e+02,9.924967392738229810e-01
2.787128869555010056e+02,9.925723911651056497e-01
2.796631844963009712e+02,9.926426170059409193e-01
2.806140010802997722e+02,9.927121745902514061e-01
2.815653166792574211e+02,9.927875900384940389e-01
2.825171112997085743e+02,9.928594887169315264e-01
2.834694098631185852e+02,9.929273822936073302e-01
2.844221775452509178e+02,9.929837006970052560e-01
2.853754394253502369e+02,9.930644265143776517e-01
2.863291757567763511e+02,9.931210744820266889e-01
2.872833668242761860e+02,9.931824956729753406e-01
2.882380379354042361e+02,9.932507219732645831e-01
2.891931544974471535e+02,9.933102144564177616e-01
2.901487419648084938e+02,9.933803186656761097e-01
2.911047808505578587e+02,9.934402773518031804e-01
2.920612516960839002e+02,9.935068947006366891e-01
2.930181801683819458e+02,9.935618072580569837e-01
2.939755318872956877e+02,9.936265310987193455e-01
2.949333326566228948e+02,9.936860335062952521e-01
2.958915632291324300e+02,9.937430291887370259e-01
2.968502043831314836e+02,9.937985976937997457e-01
2.978092821205563610e+02,9.938555217105894402e-01
2.987687622565059087e+02,9.939188894004928887e-01
2.997286709204767021e+02,9.939678531414397611e-01
3.006889740011677645e+02,9.940289337397006930e-01
3.016496977521485974e+02,9.940781398054676643e-01
3.026108232313640656e+02,9.941364119130199350e-01
3.035723315188368474e+02,9.941882792723731876e-01
3.045342490479529829e+02,9.942433757077845380e-01
3.054965418809441644e+02,9.942963180414283730e-01
3.064592365670354752e+02,9.943473102721288592e-01
3.074223143625047214e+02,9.943926013344165371e-01
3.083857565435094443e+02,9.944461916629947495e-01
3.093495898272337854e+02,9.944994368268168516e-01
3.103137804355260982e+02,9.945446818601980654e-01
3.112783551938198343e+02,9.945931354989194784e-01
3.122432955418985330e+02,9.946460616941633637e-01
3.132085829374327659e+02,9.946875836850492814e-01
3.141742443628806427e+02,9.947373895957625223e-01
3.151402461869831768e+02,9.947875217443604701e-01
3.161066154934461565e+02,9.948304238605450989e-01
3.170733338919628750e+02,9.948768087169440610e-01
3.180403830083040475e+02,9.949206818215881043e-01
3.190077900731080263e+02,9.949653471539836591e-01
3.199755215903692829e+02,9.950026708738686221e-01
3.209436048855079662e+02,9.950571897585746006e-01
3.219120217256491969e+02,9.950987534132743617e-01
3.228807538923538800e+02,9.951381401840938556e-01
3.238498288486521801e+02,9.951773790472813186e-01
3.248192132231363303e+02,9.952255113058517955e-01
3.257889345676440485e+02,9.952612507594664759e-01
3.267589595578256763e+02,9.953039924695707974e-01
3.277293158320640032e+02,9.953474434834735929e-01
3.286999853588473570e+02,9.953823553151253112e-01
3.296709501190509854e+02,9.954236292261140484e-01
3.306422378767845771e+02,9.954622828292490899e-01
3.316138154188627709e+02,9.954999473846846136e-01
3.325857105905826074e+02,9.955378834027545087e-01
3.335579054919003852e+02,9.955734696309580523e-01
3.345303822338565851e+02,9.956184670258652059e-01
3.355031687797415429e+02,9.956556855297673536e-01
3.364762320188908120e+02,9.956916921163365686e-01
3.374495999908204453e+02,9.957268135543242416e-01
3.384232549175849840e+02,9.957612444844862187e-01
3.393971790311383643e+02,9.957892196566952014e-01
3.403714004818255603e+02,9.958301068531032474e-01
3.413458862535731555e+02,9.958676209508781074e-01
3.423206645683528109e+02,9.958970333467189739e-01
