distance to center [km], normalized intensity
2.486037090478247933e+02,7.189574581904900619e-01
2.495347217633445780e+02,7.243203556818200717e-01
2.504664587542465597e+02,7.233363142973733284e-01
2.513988975134720931e+02,7.296796925993788152e-01
2.523320156006024888e+02,7.393140949441316945e-01
2.532658346555571143e+02,7.489630305372884100e-01
2.542003177827391482e+02,7.588018911588809701e-01
2.551354868774149622e+02,7.688963470988433579e-01
2.560713199134555111e+02,7.791987733802149263e-01
2.570077949249555900e+02,7.898575081640664131e-01
2.579449341755880596e+02,8.009169319737859949e-01
2.588827011752877070e+02,8.125878365454032304e-01
2.598211184239850695e+02,8.251697523016807700e-01
2.607601643370422266e+02,8.390547200799242100e-01
2.616998173842414985e+02,8.550846341948283857e-01
2.626401004065314169e+02,8.748649148126920183e-01
2.635809772848053854e+02,9.028450455152793319e-01
2.645224710788052107e+02,9.649003592207987534e-01
2.654645606094630921e+02,9.902188545784831319e-01
2.664072247468800470e+02,9.917272115766786467e-01
2.673504868667519645e+02,9.919005681744045289e-01
2.682943111894935555e+02,9.919940855767636068e-01
2.692387212936063179e+02,9.920812730292778436e-01
2.701836963728590035e+02,9.921458300990426693e-01
2.711292156654386645e+02,9.922310840100974083e-01
2.720753030428483612e+02,9.923122793622172200e-01
2.730219230364266991e+02,9.923853097457180361e-01
2.739690997058373796e+02,9.924490972299836455e-01
2.749167976993657021e+02,9.925336804232485211e-01
2.758650412593252099e+02,9.926056630019179927e-01
2.768138100519158797e+02,9.926739922707558117e-01
2.777630837818522309e+02,9.927551026540716306e-01
2.787128869555010056e+02,9.928139237835726938e-01
2.796631844963009712e+02,9.928844341275769869e-01
2.806140010802997722e+02,9.929569004642520014e-01
2.815653166792574211e+02,9.930269468485483086e-01
2.825171112997085743e+02,9.930980427086182338e-01
2.834694098631185852e+02,9.931553715882724953e-01
2.844221775452509178e+02,9.932253626122395929e-01
2.853754394253502369e+02,9.932919481551379937e-01
2.863291757567763511e+02,9.933521414728764265e-01
2.872833668242761860e+02,9.934204403624318225e-01
2.882380379354042361e+02,9.934892072119648754e-01
2.891931544974471535e+02,9.935438093082087363e-01
2.901487419648084938e+02,9.935999100412165053e-01
2.911047808505578587e+02,9.936612509832249973e-01
2.920612516960839002e+02,9.937232300277574204e-01
2.930181801683819458e+02,9.937859802126287612e-01
2.939755318872956877e+02,9.938327822966389613e-01
2.949333326566228948e+02,9.938975249551712521e-01
2.958915632291324300e+02,9.939539877711206506e-01
2.968502043831314836e+02,9.940171505680445163e-01
2.978092821205563610e+02,9.940670124363305549e-01
2.987687622565059087e+02,9.941160663795139962e-01
2.997286709204767021e+02,9.941764894505373817e-01
3.006889740011677645e+02,9.942253156244882373e-01
3.016496977521485974e+02,9.942805364612062879e-01
3.026108232313640656e+02,9.943318929592270816e-01
3.035723315188368474e+02,9.943846609694450001e-01
3.045342490479529829e+02,9.944370954547775421e-01
3.054965418809441644e+02,9.944875710632335997e-01
3.064592365670354752e+02,9.945307974848711652e-01
3.074223143625047214e+02,9.945887564005279069e-01
3.083857565435094443e+02,9.946341403381571133e-01
3.093495898272337854e+02,9.946778428313940434e-01
3.103137804355260982e+02,9.947340877336938725e-01
3.112783551938198343e+02,9.947782599002557014e-01
3.122432955418985330e+02,9.948167550443287599e-01
3.132085829374327659e+02,9.948657253857990934e-01
3.141742443628806427e+02,9.949061056913226508e-01
3.151402461869831768e+02,9.949576486085637272e-01
3.161066154934461565e+02,9.950042665942454567e-01
3.170733338919628750e+02,9.950479963910676684e-01
3.180403830083040475e+02,9.950930207184756071e-01
3.190077900731080263e+02,9.951383805144053962e-01
3.199755215903692829e+02,9.951808285955499045e-01
3.209436048855079662e+02,9.952187517462638411e-01
3.219120217256491969e+02,9.952553223561150242e-01
3.228807538923538800e+02,9.953017852431361723e-01
3.238498288486521801e+02,9.953419505206322349e-01
3.248192132231363303e+02,9.953854655936241747e-01
3.257889345676440485e+02,9.954238891494791019e-01
3.267589595578256763e+02,9.954599644284964910e-01
3.277293158320640032e+02,9.955023672199679874e-01
3.286999853588473570e+02,9.955415336508797175e-01
3.296709501190509854e+02,9.955808290855497900e-01
3.306422378767845771e+02,9.956165298655302864e-01
3.316138154188627709e+02,9.956530521218213137e-01
3.325857105905826074e+02,9.956879836560312835e-01
3.335579054919003852e+02,9.957239083674905844e-01
3.345303822338565851e+02,9.957584943807021860e-01
3.355031687797415429e+02,9.957949787854131207e-01
3.364762320188908120e+02,9.958309362006162457e-01
3.374495999908204453e+02,9.958664841835380699e-01
3.384232549175849840e+02,9.959025522699139765e-01
3.393971790311383643e+02,9.959392512271624254e-01
3.403714004818255603e+02,9.959720708917731979e-01
3.413458862535731555e+02,9.960018322728757534e-01
3.423206645683528109e+02,9.960370515212711995e-01
