distance to center [km], normalized intensity
2.486037090478247933e+02,7.138945408195063180e-01
2.495347217633445780e+02,7.196272189978801803e-01
2.504664587542465597e+02,7.192931926720421698e-01
2.513988975134720931e+02,7.261929627512893060e-01
2.523320156006024888e+02,7.360553252488788445e-01
2.532658346555571143e+02,7.459543094733488422e-01
2.542003177827391482e+02,7.559756216204444046e-01
2.551354868774149622e+02,7.661799620130242960e-01
2.560713199134555111e+02,7.765861637633498793e-01
2.570077949249555900e+02,7.872612543912000937e-01
2.579449341755880596e+02,7.982323555985511021e-01
2.588827011752877070e+02,8.097176448348653022e-01
2.598211184239850695e+02,8.219332026230713462e-01
2.607601643370422266e+02,8.351819791930124026e-01
2.616998173842414985e+02,8.502046882194513877e-01
2.626401004065314169e+02,8.681323072712742173e-01
2.635809772848053854e+02,8.920236998119673855e-01
2.645224710788052107e+02,9.331130261490899747e-01
2.654645606094630921e+02,9.956660424351563288e-01
2.664072247468800470e+02,9.922410844173242817e-01
2.673504868667519645e+02,9.921545287503487076e-01
2.682943111894935555e+02,9.922277752633154035e-01
2.692387212936063179e+02,9.923034351881453441e-01
2.701836963728590035e+02,9.923861929562179940e-01
2.711292156654386645e+02,9.924626466103505518e-01
2.720753030428483612e+02,9.925386369047503043e-01
2.730219230364266991e+02,9.925994851013517639e-01
2.739690997058373796e+02,9.926821441914734923e-01
2.749167976993657021e+02,9.927534470680290379e-01
2.758650412593252099e+02,9.928183452187501201e-01
2.768138100519158797e+02,9.928978214753455545e-01
2.777630837818522309e+02,9.929646670473796233e-01
2.787128869555010056e+02,9.930363914560380589e-01
2.796631844963009712e+02,9.931066233245967600e-01
2.806140010802997722e+02,9.931650508879102945e-01
2.815653166792574211e+02,9.932324472525576597e-01
2.825171112997085743e+02,9.932937997708716216e-01
2.834694098631185852e+02,9.933657998107389142e-01
2.844221775452509178e+02,9.934274103778037990e-01
2.853754394253502369e+02,9.934831622826026942e-01
2.863291757567763511e+02,9.935474195772134864e-01
2.872833668242761860e+02,9.936157846834822172e-01
2.882380379354042361e+02,9.936713815921319748e-01
2.891931544974471535e+02,9.937364773098198434e-01
2.901487419648084938e+02,9.937896899624740765e-01
2.911047808505578587e+02,9.938510329628658102e-01
2.920612516960839002e+02,9.939100303763975797e-01
2.930181801683819458e+02,9.939622927790160434e-01
2.939755318872956877e+02,9.940248612269451112e-01
2.949333326566228948e+02,9.940804991852743022e-01
2.958915632291324300e+02,9.941419834884819284e-01
2.968502043831314836e+02,9.941842055891645380e-01
2.978092821205563610e+02,9.942477404497814808e-01
2.987687622565059087e+02,9.942907777960745541e-01
2.997286709204767021e+02,9.943453082189886993e-01
3.006889740011677645e+02,9.944005243062898902e-01
3.016496977521485974e+02,9.944491008956790612e-01
3.026108232313640656e+02,9.945015300485546828e-01
3.035723315188368474e+02,9.945512304745950383e-01
3.045342490479529829e+02,9.945937136551167290e-01
3.054965418809441644e+02,9.946459457840653995e-01
3.064592365670354752e+02,9.946995923031269893e-01
3.074223143625047214e+02,9.947517719365183142e-01
3.083857565435094443e+02,9.947908224495847218e-01
3.093495898272337854e+02,9.948348332627353630e-01
3.103137804355260982e+02,9.948847507386142652e-01
3.112783551938198343e+02,9.949323695062358697e-01
3.122432955418985330e+02,9.949730830285867800e-01
3.132085829374327659e+02,9.950294017764215182e-01
3.141742443628806427e+02,9.950667987120253022e-01
3.151402461869831768e+02,9.951130327165174094e-01
3.161066154934461565e+02,9.951549024082871897e-01
3.170733338919628750e+02,9.951962675180727746e-01
3.180403830083040475e+02,9.952395662093813655e-01
3.190077900731080263e+02,9.952792811463558875e-01
3.199755215903692829e+02,9.953235410755864043e-01
3.209436048855079662e+02,9.953613238048933942e-01
3.219120217256491969e+02,9.953979224810047821e-01
3.228807538923538800e+02,9.954443615928899591e-01
3.238498288486521801e+02,9.954885863514413291e-01
3.248192132231363303e+02,9.955228471048773731e-01
3.257889345676440485e+02,9.955614461123152292e-01
3.267589595578256763e+02,9.955981617152599439e-01
3.277293158320640032e+02,9.956366941660582670e-01
3.286999853588473570e+02,9.956748843596913146e-01
3.296709501190509854e+02,9.957135037657570686e-01
3.306422378767845771e+02,9.957482807676707459e-01
3.316138154188627709e+02,9.957837304644284737e-01
3.325857105905826074e+02,9.958257478667011942e-01
3.335579054919003852e+02,9.958522444907282889e-01
3.345303822338565851e+02,9.958867546752645517e-01
3.355031687797415429e+02,9.959241972088805905e-01
3.364762320188908120e+02,9.959624784545835219e-01
3.374495999908204453e+02,9.959940563695102167e-01
3.384232549175849840e+02,9.960263590594921057e-01
3.393971790311383643e+02,9.960582126110236745e-01
3.403714004818255603e+02,9.960887283068351472e-01
3.413458862535731555e+02,9.961294497944100934e-01
3.423206645683528109e+02,9.961558499354897789e-01
