phenotype_id,phenotype_name,source,population,gamma,gamma_se,gamma_p,gamma_z,gamma_sign,gamma_sign_se,gamma_sign_p,gamma_sign_z
Pan-UKBB.3624,"Medication for pain relief, constipation, heartburn",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.045520331,0.109416623,0.677389832,-0.416027566,-0.079669993,0.110577513,0.47122335,-0.720490007
Pan-UKBB.3626,"Medication for pain relief, constipation, heartburn",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.069668673,0.120666345,0.563692081,-0.577366232,-0.147666448,0.124726923,0.236445531,-1.183917982
Pan-UKBB.3629,Vitamin and mineral supplements,Pan-UKBB (phenotype-manifest-23-03-01),European,0.101676437,0.122618924,0.406987439,0.829206727,0.126997996,0.126128584,0.31398617,1.006893055
Pan-UKBB.364,"Non-cancer illness code, self-reported",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.107646754,0.12085075,0.37306797,-0.890741306,-0.077887705,0.123992054,0.529894606,-0.628166907
Pan-UKBB.3653,Pain type(s) experienced in last month,Pan-UKBB (phenotype-manifest-23-03-01),European,0.153131094,0.125346336,0.221834752,1.221663904,0.0192688,0.127500564,0.879875396,0.151127176
Pan-UKBB.3659,Pain type(s) experienced in last month,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.144047522,0.113606322,0.204814591,-1.267953404,-0.100691791,0.115247101,0.382279764,-0.873703464
Pan-UKBB.3660,Pain type(s) experienced in last month,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.041278637,0.114088859,0.717493053,-0.361811292,-0.07481175,0.115748542,0.518065693,-0.646329953
Pan-UKBB.3661,Leisure/social activities,Pan-UKBB (phenotype-manifest-23-03-01),European,0.190746427,0.120943656,0.114760749,1.577151153,0.152528035,0.12361193,0.217230298,1.233926488
Pan-UKBB.3662,Leisure/social activities,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.013294273,0.125851598,0.915872336,-0.105634519,0.012846854,0.129141472,0.920758024,0.09947892
Pan-UKBB.3665,Leisure/social activities,Pan-UKBB (phenotype-manifest-23-03-01),European,0.279555639,0.106785585,0.008846871,2.617915501,0.330120174,0.110081093,0.002709725,2.998881691
Pan-UKBB.3666,Leisure/social activities,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.050222523,0.11707061,0.667928006,-0.42899343,-0.136425378,0.120983212,0.259472446,-1.127638911
Pan-UKBB.3667,Types of transport used (excluding work),Pan-UKBB (phenotype-manifest-23-03-01),European,0.310708161,0.10824488,0.004099282,2.870419014,0.424586678,0.111684837,0.000143736,3.801650157
Pan-UKBB.3669,Types of transport used (excluding work),Pan-UKBB (phenotype-manifest-23-03-01),European,0.109556099,0.125419411,0.38238086,0.873517888,0.19213309,0.128433921,0.134661884,1.495968424
Pan-UKBB.3670,Types of transport used (excluding work),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.271391355,0.124761931,0.029609608,-2.175273755,-0.212060622,0.128477319,0.098826704,-1.650568557
Pan-UKBB.3673,Types of physical activity in last 4 weeks,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.472239008,0.116487505,5.04e-05,-4.053988522,-0.570297435,0.120160753,2.07e-06,-4.746120701
Pan-UKBB.3674,Types of physical activity in last 4 weeks,Pan-UKBB (phenotype-manifest-23-03-01),European,0.279340241,0.122939061,0.023075363,2.2721846,0.286718654,0.126667804,0.02360193,2.263547991
Pan-UKBB.3677,Types of physical activity in last 4 weeks,Pan-UKBB (phenotype-manifest-23-03-01),European,0.30951038,0.098266065,0.001634282,3.149717848,0.386978299,0.101132625,0.000130008,3.82644373
Pan-UKBB.3682,Mineral and other dietary supplements,Pan-UKBB (phenotype-manifest-23-03-01),European,0.094540993,0.123387855,0.443551433,0.766209876,0.134301834,0.128289631,0.295162172,1.046864294
Pan-UKBB.3683,Mineral and other dietary supplements,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.103201544,0.121382639,0.39520463,-0.85021668,-0.044079377,0.125445194,0.725300626,-0.351383545
Pan-UKBB.3689,Type of accommodation lived in,Pan-UKBB (phenotype-manifest-23-03-01),European,0.189224259,0.10690236,0.076716107,1.77006624,0.182455512,0.112333107,0.104325383,1.624236317
Pan-UKBB.3691,Type of accommodation lived in,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.3305827,0.11162031,0.00305974,-2.961671588,-0.447385987,0.115716777,0.000110537,-3.86621541
Pan-UKBB.3697,Own or rent accommodation lived in,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.714603214,0.127197111,1.93e-08,-5.618077395,-0.863298365,0.128911305,2.13e-11,-6.696839838
Pan-UKBB.3806,"Pulse rate, automated reading",Pan-UKBB (phenotype-manifest-23-03-01),European,-0.011820584,0.129463685,0.927250844,-0.091304246,-0.066499586,0.129151321,0.606625226,-0.514896673
Pan-UKBB.3943,Time spend outdoors in summer,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.853111287,0.126317484,1.44e-11,-6.753707091,-0.911240131,0.129791728,2.21e-12,-7.020787417
Pan-UKBB.3949,Length of mobile phone use,Pan-UKBB (phenotype-manifest-23-03-01),European,0.016664195,0.127049984,0.895646754,0.131162508,-0.023429184,0.129733784,0.856686019,-0.180594315
Pan-UKBB.3950,Weekly usage of mobile phone in last 3 months,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.294499917,0.11744026,0.01215345,-2.507657221,-0.341623239,0.121096547,0.004786203,-2.821081597
Pan-UKBB.3952,Difference in mobile phone use compared to two years previously,Pan-UKBB (phenotype-manifest-23-03-01),European,0.087054102,0.110785153,0.431989278,0.785792129,0.10224911,0.114311517,0.371066323,0.894477761
Pan-UKBB.3953,Sleep duration,Pan-UKBB (phenotype-manifest-23-03-01),European,0.129485038,0.127164894,0.308561465,1.018245156,0.122970153,0.128478301,0.338502758,0.95712779
Pan-UKBB.3955,Morning/evening person (chronotype),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.243605765,0.126505588,0.054147815,-1.925652208,-0.186574815,0.128737466,0.147263352,-1.449265859
Pan-UKBB.3964,Current tobacco smoking,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.678981733,0.126489281,7.97e-08,-5.367899382,-0.720190882,0.131012863,3.86e-08,-5.497100555
Pan-UKBB.3965,Past tobacco smoking,Pan-UKBB (phenotype-manifest-23-03-01),European,0.355734787,0.123552934,0.003986733,2.879209542,0.339847483,0.126073862,0.007025733,2.695622061
Pan-UKBB.3966,Smoking/smokers in household,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.293768959,0.09796409,0.002710974,-2.998741248,-0.361788455,0.101694653,0.000374265,-3.557595653
Pan-UKBB.3969,Cooked vegetable intake,Pan-UKBB (phenotype-manifest-23-03-01),European,0.017494908,0.127047882,0.89047494,0.137703264,0.035257588,0.12970565,0.785754506,0.271827699
Pan-UKBB.3971,Salad / raw vegetable intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.014220021,0.121460798,0.906800633,-0.117074985,-0.028339893,0.123590683,0.818632297,-0.229304448
Pan-UKBB.3975,Oily fish intake,Pan-UKBB (phenotype-manifest-23-03-01),European,0.134443032,0.108918851,0.217075766,1.234341263,0.117892167,0.109881191,0.283313384,1.072905799
Pan-UKBB.3976,Non-oily fish intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.1665426,0.09572883,0.08190592,-1.739732957,-0.231029458,0.098616956,0.019145022,-2.342695097
Pan-UKBB.3978,Processed meat intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.201866369,0.123474072,0.102072375,-1.63488873,-0.305648415,0.125954027,0.015238257,-2.42666649
Pan-UKBB.3979,Number of self-reported non-cancer illnesses,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.256463989,0.119944102,0.032500846,-2.138195908,-0.30146272,0.122502018,0.013859686,-2.460879616
Pan-UKBB.3986,Cheese intake,Pan-UKBB (phenotype-manifest-23-03-01),European,0.479006266,0.122695735,9.46e-05,3.904017245,0.465541091,0.125101238,0.000198188,3.721314832
Pan-UKBB.3987,Bread intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.362290523,0.125147435,0.003792676,-2.894909694,-0.384085763,0.129801038,0.003086045,-2.959034595
Pan-UKBB.3989,Salt added to food,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.284769417,0.120654132,0.018264458,-2.360212721,-0.262281356,0.121989292,0.031552375,-2.150035899
Pan-UKBB.3990,Tea intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.0902334,0.125237099,0.471216856,-0.720500558,-0.100685746,0.12961949,0.437288948,-0.776779374
Pan-UKBB.3991,Coffee intake,Pan-UKBB (phenotype-manifest-23-03-01),European,0.149758144,0.124892558,0.230490691,1.199095815,0.062786657,0.127594272,0.622662417,0.492080528
Pan-UKBB.3994,Variation in diet,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.120063416,0.121593402,0.323438158,-0.987417195,-0.141742854,0.124345767,0.254324234,-1.139908956
Pan-UKBB.3998,Average weekly beer plus cider intake,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.754277059,0.126693313,2.62e-09,-5.953566442,-0.802165151,0.129149472,5.26e-10,-6.211137688
Pan-UKBB.4,Apolipoprotein B,Pan-UKBB (phenotype-manifest-23-03-01),European,0.101949124,0.117535002,0.385726315,0.867393731,0.175510958,0.127254039,0.167827802,1.379217183
Pan-UKBB.4003,Comparative height size at age 10,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.19402695,0.124498796,0.119123183,-1.558464475,-0.0990215,0.127614081,0.437781499,-0.775944935
Pan-UKBB.4004,Skin colour,Pan-UKBB (phenotype-manifest-23-03-01),European,-1.79736505,0.098785194,5.69e-74,-18.19468058,-0.749143374,0.117379996,1.75e-10,-6.382206531
Pan-UKBB.4007,Facial ageing,Pan-UKBB (phenotype-manifest-23-03-01),European,0.261172906,0.121762794,0.03195829,2.144931934,0.055697023,0.125360759,0.656830098,0.444293918
Pan-UKBB.4017,Interpolated Year when operation took place,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.250421252,0.122403581,0.040769615,-2.045865407,-0.285506864,0.125169464,0.022550661,-2.280962588
Pan-UKBB.4019,Sitting height,Pan-UKBB (phenotype-manifest-23-03-01),European,0.296679675,0.120079535,0.013485151,2.470693063,0.386411401,0.122065449,0.00154759,3.165608325
Pan-UKBB.4020,Fluid intelligence score,Pan-UKBB (phenotype-manifest-23-03-01),European,0.690797798,0.122046425,1.51e-08,5.660123172,0.706357627,0.124216353,1.3e-08,5.686510774
Pan-UKBB.4024,Birth weight,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.16313229,0.123709239,0.187277764,-1.318675072,-0.060949739,0.125857981,0.628191475,-0.48427393
Pan-UKBB.4025,Mean time to correctly identify matches,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.361972209,0.126968117,0.004359697,-2.850890592,-0.422457917,0.128957859,0.001053118,-3.275937745
Pan-UKBB.4036,"Forced expiratory volume in 1-second (FEV1), predicted",Pan-UKBB (phenotype-manifest-23-03-01),European,0.231375379,0.127962631,0.070583464,1.808148033,0.257711627,0.130159481,0.047707108,1.979968149
Pan-UKBB.4042,Frequency of feeling guilt or remorse after drinking alcohol in last year,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.172486512,0.124224687,0.164983537,-1.388504298,-0.152417568,0.126735235,0.229113509,-1.202645561
Pan-UKBB.4069,Ever contemplated self-harm,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.000904132,0.100187049,0.992799635,-0.009024442,-0.138015435,0.103446774,0.182148617,-1.334168571
Pan-UKBB.4080,Felt very upset when reminded of stressful experience in past month,Pan-UKBB (phenotype-manifest-23-03-01),European,0.013473927,0.113477981,0.905484476,0.118736048,0.028712591,0.119539388,0.810180209,0.240193556
Pan-UKBB.4085,Recent trouble concentrating on things,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.163505316,0.121588288,0.178707401,-1.344745607,-0.188630582,0.125008746,0.131314351,-1.508939082
Pan-UKBB.4092,Recent trouble relaxing,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.013382275,0.121734674,0.912465007,-0.109929853,0.036184605,0.125963455,0.773911166,0.287262719
Pan-UKBB.4096,Recent feelings of tiredness or low energy,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.271661945,0.123037601,0.02724715,-2.207958727,-0.20047066,0.125785907,0.110993161,-1.593744997
Pan-UKBB.4097,Recent worrying too much about different things,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.151458398,0.12246984,0.21619864,-1.236699566,-0.155847816,0.126504167,0.217964787,-1.231957963
Pan-UKBB.4108,BMI,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.754838382,0.128206381,3.92e-09,-5.887681832,-0.723444153,0.129675964,2.42e-08,-5.578860804
Pan-UKBB.4109,Weight,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.630141904,0.125710888,5.37e-07,-5.012627908,-0.621413673,0.12846084,1.32e-06,-4.837378257
Pan-UKBB.4113,Age first had sexual intercourse,Pan-UKBB (phenotype-manifest-23-03-01),European,0.590370488,0.127647926,3.75e-06,4.624990845,0.635904728,0.129781186,9.59e-07,4.899822126
Pan-UKBB.4115,Overall health rating,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.834482532,0.129732519,1.26e-10,-6.432331212,-0.8133757,0.132175348,7.57e-10,-6.153762508
Pan-UKBB.4120,Age started wearing glasses or contact lenses,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.526769895,0.127212876,3.46e-05,-4.140853581,-0.402470991,0.129446178,0.001876097,-3.109176315
Pan-UKBB.4122,Plays computer games,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.113590924,0.125160563,0.364109878,-0.907561623,-0.084113146,0.127065421,0.507992216,-0.661967242
Pan-UKBB.4147,Use of sun/uv protection,Pan-UKBB (phenotype-manifest-23-03-01),European,0.852524145,0.117899775,4.8e-13,7.230922551,0.264557794,0.126919112,0.037118358,2.084459856
Pan-UKBB.4162,Frequency of solarium/sunlamp use,Pan-UKBB (phenotype-manifest-23-03-01),European,0.004204972,0.125836288,0.973342679,0.033416215,-0.234733363,0.12963755,0.070188915,-1.810689593
Pan-UKBB.4165,Weight,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.689272271,0.123404672,2.33e-08,-5.585463323,-0.660299138,0.126006969,1.6e-07,-5.240179536
Pan-UKBB.4166,Body fat percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,-1.040270586,0.129334586,8.75e-16,-8.043251374,-0.973194149,0.13105803,1.12e-13,-7.425673563
Pan-UKBB.4167,Whole body fat mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.720043451,0.127742216,1.73e-08,-5.636691393,-0.700279116,0.129414006,6.26e-08,-5.411154002
Pan-UKBB.4168,Whole body fat-free mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.168430274,0.125167425,0.178418696,-1.345639841,-0.145511728,0.127308956,0.253046446,-1.142981082
Pan-UKBB.4169,Whole body water mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.191894967,0.12531883,0.125706615,-1.53125406,-0.203607815,0.127620859,0.110620197,-1.595411719
Pan-UKBB.4170,Body mass index (BMI),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.755850303,0.12100216,4.2e-10,-6.246585219,-0.699592028,0.121833002,9.34e-09,-5.742221058
Pan-UKBB.4171,Basal metabolic rate,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.291228073,0.125069919,0.019884396,-2.328522118,-0.302510489,0.127880909,0.018002626,-2.365564104
Pan-UKBB.4172,Impedance of whole body,Pan-UKBB (phenotype-manifest-23-03-01),European,0.146240612,0.107380489,0.173232022,1.361891841,0.196576767,0.1081735,0.069181001,1.817235895
Pan-UKBB.4173,Impedance of leg (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.110770536,0.128450009,0.388487791,-0.862363006,-0.123244903,0.130711914,0.345745205,-0.942874293
Pan-UKBB.4174,Impedance of leg (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.075971499,0.128168403,0.553350156,0.592747487,0.112561505,0.12826346,0.38017144,0.877580455
Pan-UKBB.4175,Impedance of arm (right),Pan-UKBB (phenotype-manifest-23-03-01),European,0.218526395,0.121743732,0.072658416,1.794970399,0.297123908,0.121850056,0.014750854,2.438438843
Pan-UKBB.4176,Impedance of arm (left),Pan-UKBB (phenotype-manifest-23-03-01),European,0.226909582,0.128949379,0.078462159,1.75967953,0.324798432,0.12937615,0.012056136,2.510496975
Pan-UKBB.4177,Leg fat percentage (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-1.111872236,0.129515949,9.1e-18,-8.584828701,-1.050436643,0.130658384,9.02e-16,-8.039565528
Pan-UKBB.4178,Leg fat mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-1.037948256,0.127864583,4.76e-16,-8.117558663,-0.989497478,0.1282989,1.23e-14,-7.712439278
Pan-UKBB.4179,Leg fat-free mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.083366866,0.120419053,0.488745011,-0.692306274,-0.033452583,0.122717211,0.78516152,-0.272598949
Pan-UKBB.4180,Leg predicted mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.070021158,0.124274846,0.573136737,-0.563437898,-0.014885493,0.12675653,0.906516353,-0.117433734
Pan-UKBB.4181,Leg fat percentage (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-1.189929542,0.129364616,3.64e-20,-9.198261325,-1.143149525,0.130434769,1.88e-18,-8.764147255
Pan-UKBB.4182,Leg fat mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.990433812,0.127703356,8.78e-15,-7.755738299,-0.929819968,0.127558931,3.11e-13,-7.289336466
Pan-UKBB.4183,Leg fat-free mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.282884498,0.125357778,0.024032014,-2.256617045,-0.254354525,0.128111718,0.047098666,-1.985411872
Pan-UKBB.4184,Leg predicted mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.276959374,0.124921545,0.026618546,-2.21706652,-0.232472105,0.127864192,0.069046199,-1.818117345
Pan-UKBB.4185,Arm fat percentage (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.995632619,0.128453166,9.12e-15,-7.750938735,-0.950352324,0.12918429,1.89e-13,-7.356562669
Pan-UKBB.4186,Arm fat mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.721410547,0.128732667,2.1e-08,-5.603943141,-0.705338575,0.129071531,4.64e-08,-5.464710676
Pan-UKBB.4187,Arm fat-free mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.307394468,0.126392808,0.015013359,-2.432056651,-0.29336242,0.128464731,0.022394885,-2.283602801
Pan-UKBB.4188,Arm predicted mass (right),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.269228642,0.12599046,0.032606366,-2.136897052,-0.198546777,0.128863586,0.123377251,-1.540751608
Pan-UKBB.4189,Arm fat percentage (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.961312787,0.128745508,8.22e-14,-7.466767617,-0.932032779,0.130147579,7.99e-13,-7.161353184
Pan-UKBB.4190,Arm fat mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.709102382,0.120967553,4.58e-09,-5.861922155,-0.751012864,0.122028617,7.54e-10,-6.154399557
Pan-UKBB.4191,Arm fat-free mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.299381151,0.125994319,0.017494443,-2.376148017,-0.258671783,0.128402833,0.043953572,-2.014533299
Pan-UKBB.4192,Arm predicted mass (left),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.31319434,0.117770042,0.007828649,-2.659371899,-0.283078695,0.119064934,0.017429723,-2.377515236
Pan-UKBB.4193,Trunk fat percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.960501576,0.126328216,2.89e-14,-7.603222835,-0.917257289,0.128541374,9.62e-13,-7.135891454
Pan-UKBB.4194,Trunk fat mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.660296944,0.127749194,2.36e-07,-5.168697552,-0.604972879,0.130292097,3.43e-06,-4.643204707
Pan-UKBB.4195,Trunk fat-free mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.034862852,0.119860911,0.771157711,-0.290860894,-0.013172691,0.121226128,0.913470472,-0.10866214
Pan-UKBB.4196,Trunk predicted mass,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.037740653,0.127034901,0.766398676,-0.297088851,-0.026554614,0.129024324,0.836938614,-0.205810916
Pan-UKBB.4241,White blood cell count,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.207880702,0.126941257,0.101502369,-1.637613386,-0.495635397,0.127015766,9.53e-05,-3.902156506
Pan-UKBB.4242,Red blood cell count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.118879401,0.129175152,0.357417998,0.920296193,0.241300743,0.129361641,0.062136687,1.865319121
Pan-UKBB.4243,Hemoglobin concentration,Pan-UKBB (phenotype-manifest-23-03-01),European,0.013503525,0.128817927,0.916513525,0.104826445,-0.091305273,0.131964627,0.48900514,-0.691892024
Pan-UKBB.4244,Hematocrit,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.118194501,0.129590852,0.361737667,-0.912058986,-0.205062371,0.131795289,0.119728119,-1.555915787
Pan-UKBB.4245,Mean corpuscular volume,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.218552278,0.126348535,0.083673679,-1.729757119,-0.500865185,0.127373267,8.41e-05,-3.932263017
Pan-UKBB.4246,Mean corpuscular hemoglobin,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.136373649,0.127214554,0.283721279,-1.071997223,-0.447277871,0.129316246,0.000542606,-3.458791018
Pan-UKBB.4247,MCHC,Pan-UKBB (phenotype-manifest-23-03-01),European,0.324442627,0.117737814,0.005857804,2.755636571,0.23468126,0.121643142,0.053698579,1.929260108
Pan-UKBB.4248,Red blood cell (erythrocyte) distribution width,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.451647884,0.126696696,0.000364139,-3.564796061,-0.444813269,0.127536307,0.000487125,-3.487738355
Pan-UKBB.4249,Platelet count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.180557263,0.126106651,0.152206152,1.431782238,-0.145079778,0.127324691,0.254516629,-1.139447319
Pan-UKBB.4250,Platelet crit,Pan-UKBB (phenotype-manifest-23-03-01),European,0.25191564,0.127043777,0.047378131,1.982904206,-0.253938731,0.129453891,0.049807292,-1.961615282
Pan-UKBB.4251,Mean platelet (thrombocyte) volume,Pan-UKBB (phenotype-manifest-23-03-01),European,0.212893611,0.120636926,0.077606354,1.764746656,0.063969169,0.12387733,0.605581177,0.516391249
Pan-UKBB.4252,Platelet distribution width,Pan-UKBB (phenotype-manifest-23-03-01),European,0.212220102,0.128977236,0.099885818,1.645407429,0.087984286,0.129107142,0.495566098,0.681482718
Pan-UKBB.4253,Lymphocyte count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.079952859,0.126471231,0.527267835,0.632182188,-0.206867279,0.128951509,0.10866439,-1.604225345
Pan-UKBB.4254,Monocyte count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.284815084,0.125967651,0.023758163,2.261017666,0.03141426,0.126549693,0.803951383,0.248236557
Pan-UKBB.4255,Neutrophill count,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.107503432,0.128697497,0.403538265,-0.835318748,-0.272842784,0.127893727,0.032895576,-2.133355481
Pan-UKBB.4256,Eosinophill count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.014813871,0.127526639,0.907523397,0.116162953,-0.128450523,0.127988018,0.315564868,-1.00361366
Pan-UKBB.4259,Lymphocyte percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.156582476,0.127425044,0.219139202,1.228820264,0.257481686,0.129031905,0.045989624,1.995488532
Pan-UKBB.4260,Monocyte percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.205271383,0.124901432,0.100286346,1.643467007,0.212762759,0.127793002,0.095932411,1.664901489
Pan-UKBB.4261,Neutrophill percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.001937353,0.128161983,0.987939287,0.015116437,-0.039830731,0.12793223,0.755540318,-0.311342425
Pan-UKBB.4262,Eosinophill percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.000288363,0.125832209,0.998171535,0.002291643,-0.035519752,0.126186067,0.778336808,-0.281487117
Pan-UKBB.4265,Reticulocyte percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.151482524,0.127106563,0.233349173,1.191775786,-0.05943268,0.127874649,0.642094048,-0.464772968
Pan-UKBB.4266,Reticulocyte count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.239235233,0.125854269,0.057316306,1.900890884,0.13626843,0.126623405,0.281850811,1.076170947
Pan-UKBB.4267,Mean reticulocyte volume,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.550366037,0.12681019,1.42e-05,-4.340077393,-0.697668976,0.127819388,4.81e-08,-5.458240629
Pan-UKBB.4268,Mean sphered cell volume,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.49624374,0.126357917,8.59e-05,-3.927286499,-0.689794027,0.127542111,6.36e-08,-5.40836296
Pan-UKBB.4269,Immature reticulocyte fraction,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.069567862,0.126772125,0.583168047,-0.548763085,-0.295833272,0.126663433,0.019512858,-2.335585451
Pan-UKBB.4270,High light scatter reticulocyte percentage,Pan-UKBB (phenotype-manifest-23-03-01),European,0.060194133,0.127633033,0.637198934,0.471618759,-0.156928158,0.127796192,0.219463317,-1.227956451
Pan-UKBB.4271,High light scatter reticulocyte count,Pan-UKBB (phenotype-manifest-23-03-01),European,0.065556234,0.128404089,0.609668781,0.510546308,-0.114902254,0.129243348,0.37398263,-0.889038052
Pan-UKBB.4273,Creatinine (enzymatic) in urine,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.071763632,0.123227291,0.560318824,-0.582368011,-0.030134499,0.127456123,0.813098729,-0.236430374
Pan-UKBB.4274,Potassium in urine,Pan-UKBB (phenotype-manifest-23-03-01),European,0.090971698,0.108022536,0.399701307,0.842154806,0.065121466,0.109352298,0.551496022,0.595519868
Pan-UKBB.4275,Sodium in urine,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.307914166,0.123387246,0.012577604,-2.49551049,-0.335695941,0.127073856,0.008248163,-2.641738848
Pan-UKBB.4276,Forced vital capacity (FVC),Pan-UKBB (phenotype-manifest-23-03-01),European,0.479447909,0.107348919,7.96e-06,4.466257458,0.549196,0.110573248,6.81e-07,4.966807177
Pan-UKBB.4277,Forced expiratory volume in 1-second (FEV1),Pan-UKBB (phenotype-manifest-23-03-01),European,0.504179941,0.108819417,3.6e-06,4.633179954,0.616175077,0.110312224,2.33e-08,5.58573703
Pan-UKBB.4278,Peak expiratory flow (PEF),Pan-UKBB (phenotype-manifest-23-03-01),European,0.022422528,0.124507133,0.85708167,0.18009031,0.098896295,0.125744297,0.431582045,0.78648732
Pan-UKBB.4280,Ankle spacing width,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.21446331,0.127181959,0.091743522,-1.686271479,-0.188099291,0.129593678,0.146653423,-1.451454215
Pan-UKBB.4283,Heel bone mineral density (BMD),Pan-UKBB (phenotype-manifest-23-03-01),European,-0.164933464,0.118727303,0.164778359,-1.389178892,-0.03764588,0.116380637,0.74633779,-0.323472026
Pan-UKBB.4314,Number of correct matches in round,Pan-UKBB (phenotype-manifest-23-03-01),European,0.005942782,0.12453763,0.96194038,0.047718764,-0.007441993,0.128325183,0.953754016,-0.057993236
